Elapsed_Time, System_Time, Elbow_Angle_L, Elbow_Speed_L, Elbow_Angle_R, Elbow_Speed_R, ArmUD_Angle_L, ArmUD_Speed_L, ArmUD_Angle_R, ArmUD_Speed_R, ArmLR_Angle_L, ArmLR_Speed_L, ArmLR_Angle_R, ArmLR_Speed_R
62.41795, 19:50:52.946,7.317243,75.84621,25.22182,8.814751,68.44759,8.169348,58.69096,11.93258,70.27941,-3.387691,110.3836,16.08883,
62.49029, 19:50:52.998,15.48451,170.7127,27.70297,123.1607,70.45242,15.4217,60.20187,76.67234,69.94413,-0.4936534,111.4455,29.77337,
62.54207, 19:50:53.069,28.5059,250.4543,40.50837,-11.45331,70.36171,-15.171,68.20744,193.9993,70.21814,11.6608,114.079,21.9184,
62.61314, 19:50:53.120,46.2534,-125.7178,26.2959,-188.4014,68.58862,268.7514,84.03513,252.4991,71.37669,18.60036,114.1383,5.740919,
62.66599, 19:50:53.183,12.92737,-276.2718,17.1623,-108.8749,103.6645,394.5108,99.49628,245.9642,72.52303,28.29578,114.7904,14.20924,
62.72756, 19:50:53.243,14.64187,46.78681,13.83824,12.91893,113.7293,162.5022,112.1788,178.5732,74.61434,27.30528,115.7641,22.48354,
62.78708, 19:50:53.319,18.59314,80.85615,18.72675,102.6206,123.3431,112.4775,121.1211,92.38022,75.82964,-2.345569,117.5131,50.82508,
62.86495, 19:50:53.369,25.75071,60.9191,27.93729,82.97506,129.1826,85.70327,124.8709,57.10685,74.29208,-13.37286,122.747,54.34035,
62.91371, 19:50:53.426,26.30725,9.067539,29.23379,27.35271,134.1956,69.58914,128.3524,65.15047,74.13625,-6.52964,124.3942,33.93052,
62.97004, 19:50:53.495,26.70355,-3.287486,30.81161,13.51576,136.4952,28.9296,131.7172,49.34892,73.60593,-7.91542,126.3125,22.47038,
63.03936, 19:50:53.549,25.89417,-11.68949,30.93208,-1.131594,137.8307,11.57488,134.5532,36.90751,73.14165,-8.399413,127.2176,13.34567,
63.09232, 19:50:53.622,25.27407,-14.58156,30.67323,20.61285,137.9107,0.3189093,136.2305,27.59761,72.57878,-7.150656,127.9445,29.28104,
63.1664, 19:50:53.682,24.04183,-19.84332,33.55059,28.03735,137.8712,-2.753912,138.0591,21.07201,72.23328,-3.928782,130.9373,32.03623,
63.22688, 19:50:53.744,22.60411,-18.30999,34.44571,7.707837,137.5402,-4.753978,139.0658,12.35453,72.05016,-2.018718,132.2551,14.1354,
63.28867, 19:50:53.819,21.80295,-8.996143,34.49308,-0.7763311,137.2899,-3.226406,139.5697,5.067397,71.98644,-0.6939238,132.6657,3.572732,
63.36487, 19:50:53.869,21.36271,-5.721515,34.33858,-4.537621,137.0949,-2.990432,139.7651,1.102518,71.9544,-0.1463504,132.7481,-1.109565,
63.41426, 19:50:53.926,21.08442,-3.886692,33.92323,-8.176693,136.9143,-3.951237,139.7082,-0.8222916,71.96806,0.6633046,132.5264,-4.106524,
63.47001, 19:50:53.998,20.95406,-1.04358,33.47888,-9.434318,136.6795,-3.575241,139.6786,-1.829895,72.02414,0.7595665,132.3163,-6.288853,
63.54276, 19:50:54.050,20.95033,0.4033941,32.71094,-10.28133,136.4549,-3.393855,139.473,-3.641724,72.06567,0.6833692,131.7183,-8.734023,
63.59578, 19:50:54.120,21.0048,1.119079,32.18583,-7.552814,136.2527,-3.062311,139.2206,-4.575966,72.11008,0.7723352,131.2179,-7.829352,
63.66526, 19:50:54.175,21.08742,1.368788,31.78571,-8.010226,136.0798,-2.205321,138.9125,-5.077248,72.16028,0.5495239,130.7592,-9.170815,
63.72037, 19:50:54.245,21.17533,1.437392,31.18782,-9.653076,135.9779,-0.9234,138.588,-4.830615,72.17855,-0.1672844,130.0753,-11.00346,
63.78876, 19:50:54.324,21.26494,1.447036,30.59351,-5.707333,135.9657,0.002460466,138.3159,-2.701284,72.13962,-0.7504933,129.4002,-6.736448,
63.86921, 19:50:54.369,21.39071,2.339808,30.33835,-3.515968,135.9783,0.125449,138.186,-2.3426,72.06685,-1.624196,129.0726,-5.047783,
63.91514, 19:50:54.425,21.56064,2.939607,30.14917,-4.359561,135.9816,1.126228,138.0198,-2.867574,71.93436,-2.65223,128.7623,-6.518367,
63.97014, 19:50:54.497,21.68742,1.734246,29.89831,-4.225536,136.0919,1.980126,137.8965,-1.342099,71.79914,-1.991032,128.4147,-5.184319,
64.04105, 19:50:54.547,21.77901,1.77072,29.61711,-4.940483,136.2309,1.945294,137.8508,-0.3996593,71.68365,-1.942266,128.1095,-4.724359,
64.09106, 19:50:54.622,21.90153,1.520966,29.30094,-5.375083,136.3272,1.559388,137.8482,-0.4352877,71.56429,-1.370848,127.8434,-4.28039,
64.16714, 19:50:54.693,21.97079,1.159774,28.93936,-3.938589,136.4276,1.732867,137.7959,-0.4306874,71.5108,-1.313497,127.5697,-2.835611,
64.23734, 19:50:54.750,22.07119,-11.86332,28.72478,-4.130828,136.5807,5.848001,137.7852,-0.1516376,71.37215,9.171482,127.4286,-2.200495,
64.29363, 19:50:54.822,20.47022,-5.921064,28.41686,-4.913416,137.1673,3.866808,137.7768,-0.07812684,72.67088,6.80633,127.2914,-2.395694,
64.36703, 19:50:54.871,21.30332,9.936103,28.08758,-4.61492,137.0821,-0.7799811,137.7751,-3.894366,72.25482,-4.609191,127.1179,-3.314951,
64.41483, 19:50:54.960,21.67441,34.42738,27.85756,-6.27947,137.0727,-23.81262,137.3048,-42.52948,72.11228,-13.87883,126.8897,-21.02413,
64.50391, 19:50:54.998,26.01596,40.9577,27.22801,-16.87309,133.8225,-51.5101,131.9533,-70.241,70.355,-5.385475,124.24,-27.43867,
64.54247, 19:50:55.070,26.90224,65.46613,25.70389,87.7967,130.498,-122.8441,128.3392,-128.3049,71.42488,8.206273,123.3874,-28.91856,
64.61362, 19:50:55.122,33.1978,26.33498,36.85957,158.4027,120.3461,-115.0064,117.8779,-116.9339,71.25525,12.90943,121.0676,-45.07423,
64.66672, 19:50:55.195,30.17442,56.64257,45.3858,410.0729,116.2082,-243.1743,113.8099,-334.3495,73.02891,8.333394,117.7868,-37.02578,
64.73882, 19:50:55.271,40.28936,318.5419,88.20004,433.967,89.90109,-397.0549,76.01788,-447.3105,72.29858,-81.29972,116.432,26.20445,
64.81498, 19:50:55.322,77.40208,465.1315,109.7266,-287.4565,57.34002,-397.6938,47.49078,-350.4464,60.97525,-109.12,121.6719,50.37762,
64.86703, 19:50:55.373,99.92478,306.2654,51.34467,-727.3552,38.91198,-277.0684,31.08646,-228.099,58.30809,-50.83153,122.891,-19.9501,
64.91726, 19:50:55.436,108.7268,119.2514,35.33298,-168.8332,29.00155,-136.7069,24.16089,-78.21373,55.77621,-34.39463,119.6315,-28.69917,
64.97984, 19:50:55.520,113.3773,-509.5921,32.2989,15.57377,23.49032,-60.36753,22.26331,-59.18881,54.42809,-19.58014,119.6535,-19.1103,
65.06396, 19:50:55.603,33.96677,-468.544,37.61774,25.69104,20.1453,-36.67005,15.47756,-49.81501,52.9037,-22.31435,116.8279,-27.54397,
65.14841, 19:50:55.644,34.39417,10.98343,36.62968,-8.061824,17.3088,-34.61214,13.86592,-19.88362,50.66653,-27.76176,115.0104,-23.1617,
65.18947, 19:50:55.696,35.34523,-23.19231,36.60595,-32.68513,15.80135,-3.333925,12.98209,1.620814,49.4195,-3.865515,113.921,-7.642408,
65.24181, 19:50:55.747,32.22786,-19.15316,33.57667,-14.37799,16.99739,24.4657,14.01732,20.50992,50.30546,17.7011,114.2965,13.7691,
65.29124, 19:50:55.799,33.39605,17.36026,35.14272,19.04443,18.29119,24.36612,15.06936,19.15931,51.22091,16.65736,115.3223,21.39222,
65.34399, 19:50:55.872,34.00174,6.302584,35.52264,3.635724,19.48713,17.88792,15.97502,12.74558,52.00752,11.14395,116.4824,17.09054,
65.41645, 19:50:55.922,34.18521,1.307017,35.59797,-0.2042747,20.531,14.5782,16.66528,9.953011,52.61629,8.560336,117.4622,14.57687,
65.46696, 19:50:56.005,34.16246,-9.438921,35.49752,-14.0978,21.27982,9.215771,17.19895,8.160261,53.06019,4.614182,118.2749,11.00604,
65.55035, 19:50:56.049,32.92131,-23.55576,33.71022,-31.17257,21.76502,6.215633,17.75797,7.639285,53.23414,1.741769,118.936,9.416727,
65.59395, 19:50:56.108,31.17126,-29.29471,31.53911,-38.34121,22.0691,3.853779,18.16902,6.102694,53.28136,-1.292705,119.4707,10.38975,
65.65232, 19:50:56.194,29.93422,20.29065,29.80069,-2.341927,22.15798,5.11293,18.38024,1.327238,53.10233,-17.56369,119.9954,10.49199,
65.73925, 19:50:56.241,34.11953,101.226,31.19882,58.7238,22.81202,15.58785,18.36187,-0.9844091,50.72933,-44.29491,120.9952,34.0994,
65.78518, 19:50:56.297,43.38294,223.8712,37.60263,175.1809,24.22896,129.9283,18.24945,13.62234,47.21738,-33.93047,124.5258,81.66427,
65.84119, 19:50:56.372,56.94185,136.4395,49.05746,141.5853,36.05743,223.2467,19.75058,90.73901,47.27032,45.07739,129.3204,62.56655,
65.91673, 19:50:56.425,61.33205,41.44374,56.22869,38.37933,53.59788,304.9015,30.1865,280.6731,53.14748,72.09958,132.7566,6.745437,
65.96995, 19:50:56.486,62.27788,-132.1104,53.99894,-30.80076,75.31461,169.9866,55.88828,394.0268,56.55341,29.03019,130.1889,-44.41979,
66.03021, 19:50:56.544,46.34021,5.597873,52.73344,-89.47046,72.8879,-31.72371,74.90051,258.8105,56.44181,-12.98744,127.7159,-85.60217,
66.08902, 19:50:56.619,62.94443,-68.8946,43.34551,-246.4241,71.53721,172.6969,86.70535,172.6042,55.00697,131.0983,119.9961,-87.60891,
66.16394, 19:50:56.670,37.12707,-171.5695,19.77962,-117.6261,95.98232,225.3199,97.98253,132.0193,73.97333,152.3358,116.0001,-28.58024,
66.21481, 19:50:56.744,41.36211,62.54927,28.54892,100.5152,99.88097,69.701,103.3125,69.05701,74.16982,-16.27887,116.4008,17.5337,
66.28867, 19:50:56.795,44.92855,42.24904,32.31642,48.03827,104.6758,75.31777,106.5957,69.31647,71.94294,-35.54144,118.187,39.56919,
66.33853, 19:50:56.876,46.58909,8.645842,34.49213,30.97975,109.1992,64.81023,111.8882,61.85253,69.77269,-25.30631,121.2963,31.82294,
66.42013, 19:50:56.924,46.06515,-37.74326,36.38908,24.80369,113.1959,68.05553,114.727,32.51522,68.61612,-8.264026,122.3705,12.8185,
66.46989, 19:50:56.994,41.63102,-60.62899,37.75042,25.62683,118.1391,64.1083,116.1595,18.87484,68.6871,1.871557,122.9802,9.038674,
66.53869, 19:50:57.046,38.87693,-43.44145,39.42742,14.29287,120.7966,33.84925,116.9648,9.9233,68.83801,2.676814,123.4422,6.526186,
66.59095, 19:50:57.119,36.37219,-38.20732,39.48065,-3.275855,122.2368,17.28341,117.3608,2.030607,69.01115,4.073055,123.7702,3.698549,
66.66432, 19:50:57.194,34.07682,-27.66723,39.01586,-12.14038,122.968,1.745503,117.2199,-3.903453,69.34972,2.758786,123.9068,-1.278944,
66.73856, 19:50:57.246,32.28814,-21.51082,37.68856,-19.56776,122.4944,-10.34353,116.7846,-8.008986,69.41838,1.79496,123.5814,-6.229751,
66.78998, 19:50:57.296,31.37385,-13.48026,36.55705,-24.82391,121.6683,-19.24455,116.2135,-13.40288,69.57527,2.989109,123.124,-9.749362,
66.84014, 19:50:57.370,30.91884,73.67189,35.16701,59.6786,120.5396,-52.69075,115.4232,-61.16854,69.72201,-23.77993,122.5911,20.04209,
66.9136, 19:50:57.429,40.48167,273.8605,43.93492,232.0516,115.1543,-151.772,108.6514,-194.4082,66.63544,-108.0021,125.6017,72.19116,
66.97272, 19:50:57.515,67.22826,335.2413,65.93325,277.7645,100.4171,-264.6391,89.64781,-286.0838,55.40269,-142.5373,132.1624,81.1375,
67.06009, 19:50:57.548,89.58928,267.0033,84.62309,324.0163,76.38879,-294.1433,66.74463,-418.1754,45.75595,-121.694,137.4871,109.1984,
67.09241, 19:50:57.622,99.18587,339.1547,104.7147,290.6388,65.21114,-256.3035,39.59642,-386.2069,40.83714,-119.3518,145.2324,131.3174,
67.16837, 19:50:57.673,126.3143,300.8431,116.0946,108.8041,48.63522,-197.4301,24.9246,-144.9272,32.83206,-102.8996,151.7067,71.85404,
67.21755, 19:50:57.750,136.8326,158.4225,118.3302,76.14691,40.50527,-197.0974,21.46062,-52.36959,27.96057,-147.5148,154.224,41.3449,
67.29369, 19:50:57.820,146.1667,69.14128,125.6368,51.43347,23.9364,-151.5572,18.36202,-31.37558,14.34657,-115.5285,156.8877,29.81246,
67.36417, 19:50:57.870,146.9697,-172.4283,125.8711,-115.9258,18.28485,120.3699,16.86051,37.31741,11.02246,83.03806,158.5949,-45.12498,
67.41413, 19:50:57.945,125.3985,-513.2552,111.6741,-420.7296,38.43438,312.7951,22.85672,238.4009,24.34811,280.4923,151.4527,-227.2871,
67.48852, 19:50:58.004,83.1456,-327.6056,73.5527,-630.8932,57.18139,139.03,46.50603,360.7181,45.9021,180.9439,130.3315,-321.1296,
67.548, 19:50:58.070,81.54095,-11.91487,27.21453,-341.1538,57.04674,-12.30087,71.14713,170.6539,48.57161,27.82325,108.4621,-155.8018,
67.61434, 19:50:58.156,81.64642,1.972735,30.62738,34.78239,55.63364,-15.07384,67.97839,-32.66668,49.40293,7.659431,110.7278,22.69506,
67.70583, 19:50:58.196,81.85229,1.902279,32.70395,75.3846,54.66776,-10.92822,65.99162,3.90246,49.78043,5.073185,112.0438,83.95717,
67.74152, 19:50:58.247,81.88836,1.483165,40.21494,201.0618,54.24377,-8.772349,68.47471,-7.867554,50.04815,4.300527,121.4057,192.1417,
67.79125, 19:50:58.306,81.979,-50.71511,49.87992,493.3706,53.91837,143.4417,65.31953,-148.4315,50.14781,34.00303,128.4578,192.331,
67.84998, 19:50:58.372,76.38783,21.18654,93.72565,496.632,69.80138,83.88971,52.37591,-220.3502,53.7361,-44.00972,142.2658,210.5179,
67.91608, 19:50:58.445,84.6236,93.56168,111.8718,189.128,64.38986,-67.2851,37.81442,-165.4377,44.65432,-109.6808,154.7356,133.2854,
67.98882, 19:50:58.500,89.37719,58.18113,119.9827,76.34138,60.46005,-49.31119,29.40785,-102.1705,38.50888,-76.11221,160.7701,71.64252,
68.04366, 19:50:58.574,92.04671,36.28109,121.6119,8.683272,58.09843,-40.76035,24.77885,-41.93808,34.94344,-49.92707,163.8762,25.07623,
68.11853, 19:50:58.624,94.08339,24.87696,121.109,-28.08681,55.17282,-37.51371,23.96786,31.87895,32.0326,-36.30959,164.0229,-33.85641,
68.16917, 19:50:58.696,95.16886,13.81787,118.0869,-80.2131,53.39032,-38.99112,28.77977,137.197,30.38646,-24.42456,159.6271,-148.346,
68.23972, 19:50:58.750,95.75791,-19.22615,111.3884,-102.0403,50.44767,-44.8418,40.59412,139.965,29.0727,-16.76601,146.0455,-196.0288,
68.29379, 19:50:58.810,92.77293,-150.2783,105.3708,-101.8044,47.8022,-50.51283,46.22201,84.22205,28.2971,-1.213207,135.1983,-202.0472,
68.35542, 19:50:58.872,78.36961,30.96892,99.60887,-94.38822,44.60297,-56.38525,50.33923,54.86514,28.93232,-13.54886,122.6671,-208.4327,
68.41579, 19:50:58.945,96.55119,152.2159,93.85527,-115.2782,40.92311,-66.94922,52.91565,43.60298,26.64412,-53.81282,109.7692,-215.205,
68.48937, 19:50:58.997,98.75881,24.01066,84.16744,-213.6622,35.63517,-72.4002,56.17982,62.98581,21.72413,-67.64839,93.84059,-302.3709,
68.54108, 19:50:59.048,99.55966,14.09638,67.08392,-247.1488,31.85154,-15.7408,60.80761,65.73918,18.16794,-44.58997,71.88284,-320.9889,
68.59323, 19:50:59.120,100.2228,1.984385,58.49883,-144.9718,34.00034,200.4175,63.00742,23.78596,17.09307,18.86464,60.50302,-159.8045,
68.66372, 19:50:59.170,99.80302,19.27898,49.30532,-86.29932,56.42972,302.3728,63.7246,-11.3304,20.48141,44.17889,52.28523,-80.5359,
68.71386, 19:50:59.246,102.5484,39.97506,48.08868,-32.49641,70.47508,147.8,61.64065,-16.94706,22.42229,16.83134,50.78811,-40.82198,
68.79004, 19:50:59.295,104.8527,29.58499,45.20038,-2.155593,75.09981,53.98979,61.58385,-27.50535,22.60754,1.387796,47.1286,-19.97897,
68.83936, 19:50:59.357,106.2615,21.68988,47.81815,23.53459,77.25099,25.40366,58.18863,-40.24925,22.59647,-0.9586908,48.28068,4.007251,
68.9021, 19:50:59.436,107.2832,12.38072,47.83768,17.73037,77.94656,-2.159092,57.0735,-22.24969,22.50011,-2.398656,47.57766,4.561612,
68.97954, 19:50:59.478,107.9969,9.275334,50.3035,35.98057,76.94834,-25.10811,55.06979,-27.19277,22.26023,-4.68267,48.9201,20.57121,
69.02264, 19:50:59.547,108.4013,5.571116,52.17466,21.90672,74.9201,-41.08549,53.79577,-16.39484,21.93567,-6.560977,50.05724,12.03875,
69.09127, 19:50:59.601,108.6194,2.29527,52.75119,15.47694,72.35776,-38.98053,53.23795,-9.478348,21.52716,-5.713013,50.26522,12.9562,
69.14491, 19:50:59.658,108.6819,0.2515633,54.06701,19.56043,70.15401,-34.8818,52.63686,-8.121703,21.23715,-4.159326,51.64138,21.15922,
69.20351, 19:50:59.724,108.6476,-0.9313294,54.94672,10.75426,68.4425,-24.36393,52.32634,-3.414379,21.0603,-2.265386,52.64021,12.00291,
69.26801, 19:50:59.795,108.5673,-1.385829,55.39086,5.893634,67.1548,-16.16039,52.21655,-0.7772048,20.95828,-0.9689765,53.11894,7.015916,
69.34037, 19:50:59.846,108.458,-2.007361,55.7533,5.394878,66.23085,-12.59782,52.21997,0.5241232,20.92769,-0.02573143,53.60038,7.595967,
69.39135, 19:50:59.904,108.3197,-3.065855,56.05629,8.735881,65.60093,-12.42102,52.2812,1.234831,20.95511,0.3158898,54.05586,8.841836,
69.44939, 19:50:59.978,108.1237,-8.323473,56.70566,17.80167,64.87675,-103.3802,52.35459,-6.453328,20.96213,-25.66286,54.56429,23.72544,
69.52237, 19:51:00.034,107.2291,1.669443,58.38865,60.79455,52.0561,-278.207,51.43569,-32.47433,17.59277,-79.21836,57.16436,86.6031,
69.57854, 19:51:00.091,108.3394,22.14888,64.55776,100.0644,28.94409,-318.5919,48.16027,-51.17854,10.73044,-98.36266,65.74977,148.4907,
69.63567, 19:51:00.154,109.7387,-443.7805,69.72636,125.2392,15.95832,-147.223,45.63695,-53.24709,6.447874,-49.84379,73.98897,212.588,
69.69927, 19:51:00.220,54.76284,-134.4088,79.67758,107.8705,11.17021,-29.42362,41.73188,-56.41547,4.712924,-8.047763,91.415,270.6473,
69.76397, 19:51:00.275,92.49458,197.2861,83.56571,73.86147,12.18339,83.20937,38.39907,-72.55123,5.415379,60.67521,108.7119,310.5007,
69.81856, 19:51:00.347,78.29623,-54.27682,88.48819,15.18455,21.09589,124.6391,33.07756,-63.66446,11.9506,111.1575,128.4533,266.9214,
69.89138, 19:51:00.403,85.57912,38.02995,85.50039,-0.9996442,28.06377,61.90369,30.28753,-79.19319,19.57805,63.1003,142.7206,247.7309,
69.94721, 19:51:00.469,83.18895,67.51825,88.35958,-9.943627,29.06008,6.600894,22.88901,-90.9317,20.06874,-1.204793,160.325,192.7369,
70.01386, 19:51:00.522,93.84892,-88.71018,84.28247,-93.71577,28.87226,267.9933,19.15001,8.686023,19.43049,279.3336,166.3275,9.009376,
70.06602, 19:51:00.594,72.64974,-171.9447,77.22569,-69.7572,60.89901,286.0398,23.92095,14.3848,53.25496,347.7738,161.3953,-12.53667,
70.13934, 19:51:00.653,72.2745,8.062819,75.52982,-45.63908,64.76254,33.89882,20.95491,-20.7298,63.06672,102.9013,164.7544,18.80111,
70.19767, 19:51:00.728,73.71124,27.14046,71.21717,-7.251129,65.36189,4.130795,21.19181,0.12132,66.8022,37.56068,163.8705,-37.01275,
70.2728, 19:51:00.777,75.89669,12.41067,74.56208,42.89764,65.31384,2.92746,20.9711,9.752516,68.07961,13.69416,159.8147,-53.07458,
70.32125, 19:51:00.846,75.24496,-88.97645,76.5185,92.26859,65.72366,-1.202803,22.39704,17.51554,68.49454,-2.546062,157.3115,-28.4915,
70.3904, 19:51:00.900,65.43311,-310.1627,85.41282,142.1263,65.17239,-6.954706,23.03092,6.855401,67.78019,-9.050444,156.4641,-10.38059,
70.44421, 19:51:00.972,37.10643,57.66863,93.99477,-59.60843,64.86849,-55.66441,23.24,185.4317,67.38167,-267.341,156.0351,-319.2011,
70.51613, 19:51:01.025,72.68392,316.3087,77.91811,-115.2399,58.17356,-102.494,46.3457,198.0527,34.16676,-367.4076,116.3302,-361.5224,
70.5694, 19:51:01.095,76.70535,39.67957,79.5678,-85.20826,52.03719,-85.5209,48.03436,35.35733,21.38564,-146.5768,110.7758,-197.6228,
70.64006, 19:51:01.147,77.60149,-285.5619,67.35809,-192.7808,47.5748,-65.50468,50.7276,39.56005,16.00122,-69.39076,91.83841,-309.6948,
70.69098, 19:51:01.200,41.98833,-315.3531,56.13059,-141.2722,44.0735,-54.53292,52.84385,18.72921,12.9495,-44.15477,73.12489,-256.363,
70.74445, 19:51:01.254,44.68323,27.97724,52.61133,-39.62612,41.88236,-20.08812,52.68265,-11.00141,11.39211,-14.65377,65.07786,-100.3906,
70.7989, 19:51:01.322,45.00757,18.12514,51.85423,-9.655606,41.90564,-0.3807591,51.6566,-14.56814,11.36809,7.386183,62.29095,-42.67839,
70.86665, 19:51:01.395,46.89826,18.09193,51.43134,4.456185,41.83583,-1.977227,50.90231,-17.77065,12.29476,7.222805,59.86223,-19.03675,
70.93994, 19:51:01.446,47.55934,-176.2884,52.48275,23.75732,41.62676,-3.893204,49.15015,-29.67191,12.38683,4.11044,59.60592,9.59615,
70.98992, 19:51:01.498,25.16752,-215.9664,54.35986,24.62595,41.35592,-2.500185,47.24471,-27.14226,12.80144,10.01768,61.04513,20.51823,
71.0431, 19:51:01.552,25.28088,4.22415,55.02309,12.03237,41.36885,2.150197,46.35023,-14.01651,13.42023,11.90635,61.72252,13.18997,
71.09647, 19:51:01.619,25.61758,1.972798,55.64185,1.69885,41.58501,5.092696,45.75133,-7.884399,14.07,10.85948,62.45045,8.054973,
71.16384, 19:51:01.674,25.51908,-3.804966,55.22821,-8.628186,41.98375,6.889753,45.39825,-4.879682,14.73143,10.4441,62.6951,3.594228,
71.21767, 19:51:01.744,25.15639,-5.836485,54.59604,-4.825933,42.4201,7.064103,45.15987,-3.019733,15.33591,8.970758,62.8861,3.022261,
71.28911, 19:51:01.794,24.78796,-5.753743,54.62368,2.093144,42.86865,7.150352,45.01998,-1.448437,15.85517,7.753439,63.07369,5.002964,
71.33997, 19:51:01.870,24.45275,-4.540751,54.85201,5.439994,43.29453,6.634177,44.98274,-0.4905468,16.28409,6.2101,63.49792,9.296219,
71.42026, 19:51:01.922,24.19244,-3.59254,55.33714,10.06451,43.73872,6.575261,44.95564,-0.7067554,16.66962,5.530781,64.29288,14.12243,
71.46668, 19:51:01.995,23.99752,-3.410735,56.12735,12.71403,44.12773,6.207916,44.89318,-0.9832172,16.98493,4.852961,65.28747,15.96624,
71.54073, 19:51:02.044,23.78156,-5.219999,56.86877,12.3349,44.48658,5.903934,44.8372,-1.091457,17.25425,4.220447,66.21631,15.22411,
71.59002, 19:51:02.119,23.3537,-7.239344,57.6487,12.22496,44.8559,6.431717,44.75857,-1.177862,17.50547,4.287226,67.16516,15.05669,
71.66441, 19:51:02.151,22.88614,-4.143583,58.38085,11.8987,45.2821,8.389736,44.69151,-1.105401,17.78452,5.31936,68.07864,15.66391,
71.69512, 19:51:02.218,22.9182,2.334738,58.89928,3.045981,45.73768,10.25697,44.64239,1.139573,18.06455,6.28532,68.81148,11.29204,
71.76264, 19:51:02.276,23.11548,-0.6818874,58.68005,-1.556811,46.28963,9.519282,44.80345,2.073931,18.40192,5.796409,69.18784,6.765688,
71.82035, 19:51:02.347,22.83281,-5.79895,58.70433,0.7694378,46.92977,10.47811,44.9021,1.566243,18.79042,6.482012,69.65874,7.406805,
71.89158, 19:51:02.400,22.36778,-10.80222,58.77926,2.429687,47.64064,11.90886,45.00539,1.172004,19.23769,7.500864,70.14285,8.51882,
71.94399, 19:51:02.469,21.4972,-14.49606,59.00474,4.396596,48.40221,12.59748,45.04701,0.01382431,19.71785,7.829459,70.71202,9.053933,
72.01465, 19:51:02.519,20.58375,-14.38505,59.32035,2.133652,49.19101,12.39341,45.0071,0.3546959,20.20126,7.419611,71.25711,6.035212,
72.06381, 19:51:02.573,19.77359,-14.4659,59.26039,-1.004184,49.88718,12.21223,45.08951,1.518476,20.60686,6.959308,71.43516,3.327903,
72.11768, 19:51:02.648,19.09337,-9.619304,59.21689,0.2125214,50.4492,7.893739,45.16354,0.985321,20.91826,4.204165,71.59998,2.864647,
72.19323, 19:51:02.699,18.52868,-7.88457,59.2879,-0.5313312,50.90877,6.433319,45.21703,2.577346,21.15095,3.094809,71.80589,2.270893,
