Elapsed_Time, System_Time, Elbow_Angle_L, Elbow_Speed_L, Elbow_Angle_R, Elbow_Speed_R, ArmUD_Angle_L, ArmUD_Speed_L, ArmUD_Angle_R, ArmUD_Speed_R, ArmLR_Angle_L, ArmLR_Speed_L, ArmLR_Angle_R, ArmLR_Speed_R
110.6891, 19:51:41.220,80.78747,-26.7658,57.39183,-1.769352,24.50932,10.15858,132.9348,1.764663,77.47468,38.19974,100.7154,-4.777875,
110.7649, 19:51:41.275,78.87919,-24.1261,57.27642,-1.069072,25.18906,7.917566,133.0731,1.778947,79.74667,26.99186,100.3789,-4.202713,
110.8297, 19:51:41.325,77.3951,-75.60835,57.24151,-0.397128,25.62261,41.83642,133.1849,1.657265,81.27,115.3678,100.1244,-4.436022,
110.8688, 19:51:41.398,71.02601,-44.88687,57.23517,20.3263,29.53447,34.22658,133.2453,2.629275,91.72952,86.10585,99.91817,-2.069957,
110.9419, 19:51:41.449,72.35786,13.37549,59.52254,83.03444,29.46354,-2.46855,133.48,2.366036,90.93286,-10.23778,99.89214,-0.942473,
110.9931, 19:51:41.522,72.68815,2.650218,67.55366,64.05496,29.22771,-1.897226,133.5393,0.8719082,90.4573,-3.825753,99.80105,-1.536243,
111.0662, 19:51:41.575,72.6873,-28.21959,67.48494,-1.657683,29.22771,-2.182806,133.5884,0.3389933,90.4573,34.22968,99.70117,-1.955345,
111.1193, 19:51:41.647,69.12518,-30.99957,67.34436,67.29544,28.95211,-4.189954,133.5821,-1.08462,94.7791,37.5617,99.55417,-5.057143,
111.1917, 19:51:41.705,68.79675,-6.514814,75.93076,63.10725,28.70185,-1.23173,133.4523,-1.918698,95.17142,8.40645,99.06648,-7.586959,
111.2501, 19:51:41.770,68.27295,-8.265849,75.59965,-5.062837,28.79098,1.865449,133.3311,-1.739729,95.87878,11.75454,98.56169,-8.061784,
111.3148, 19:51:41.845,67.77909,-6.346019,75.30744,-3.767493,28.93152,2.896633,133.2381,-1.123821,96.61859,9.052862,98.07395,-6.346841,
111.3893, 19:51:41.898,67.39003,13.82982,75.07548,-3.49982,29.19399,32.76759,133.1747,-0.8954937,97.1383,18.98706,97.67866,-6.188698,
111.4421, 19:51:41.949,69.53989,9.268988,74.86185,-3.441124,33.10347,41.49054,133.1241,-0.7734766,99.03601,25.08368,97.28601,-6.906167,
111.4929, 19:51:42.021,68.35093,-22.73484,74.71874,-1.63366,33.49524,-5.700444,133.0946,-0.1311617,99.73868,-2.266148,96.96271,-3.777531,
111.5658, 19:51:42.074,66.72839,-16.56021,74.65982,-0.8201247,32.39852,-13.82878,133.1078,0.1306533,98.75577,-10.7844,96.81886,-1.943876,
111.6189, 19:51:42.145,66.2641,166.4857,74.61539,-0.2588845,31.75261,-6.789487,133.111,0.09760612,98.37968,-4.777024,96.71775,-0.9284304,
111.6895, 19:51:42.220,87.31555,184.2651,74.62781,1.167427,31.55895,-1.987996,133.1199,0.1570477,98.16505,-5.575248,96.70406,1.202548,
111.7645, 19:51:42.274,93.08314,-109.9907,74.78531,3.176857,31.46326,-1.358632,133.1339,0.4477629,97.56823,-16.98501,96.89278,3.971129,
111.8197, 19:51:42.324,72.98602,-186.7643,75.04169,5.059824,31.38195,-0.1685462,133.1782,0.895955,95.95226,-35.15366,97.22141,6.679065,
111.8677, 19:51:42.389,73.81424,-45.20383,75.30734,4.677946,31.44588,1.092916,133.2263,0.4148018,93.94135,-34.00142,97.58187,6.61061,
111.9329, 19:51:42.469,67.86941,-45.99303,75.57118,3.595608,31.50566,0.0302305,133.2252,-0.4849368,92.10365,-24.35085,97.96967,5.422342,
112.0143, 19:51:42.520,67.07031,-8.113197,75.83456,4.312873,31.45031,-0.9728308,133.1552,-1.110531,90.3708,-22.29827,98.37695,6.62992,
112.0646, 19:51:42.595,66.80147,0.2832642,76.13889,5.225586,31.3776,-1.632248,133.079,-1.111328,89.16853,-16.71606,98.84236,7.879395,
112.1393, 19:51:42.653,67.10572,7.90553,76.48776,5.804426,31.24628,-1.695216,133.0163,-0.5599588,88.28129,-11.04518,99.36187,8.530451,
112.198, 19:51:42.700,67.85619,16.46103,76.91328,7.520264,31.15144,-1.425306,133.0043,-0.1167259,87.69493,-9.024868,99.98045,11.00239,
112.2445, 19:51:42.772,68.83795,17.34926,77.27914,7.166804,31.09629,-0.9921274,133.004,1.268147,87.33158,-5.444366,100.5197,11.10624,
112.3179, 19:51:42.845,69.93682,15.62899,77.77277,9.124868,31.03245,-1.892154,133.1564,5.688358,87.04201,-3.455842,101.3124,14.07395,
112.389, 19:51:42.895,71.0954,17.43721,78.59713,11.90061,30.82299,-3.238184,133.8256,10.25764,86.83242,-2.860893,102.5525,17.98765,
112.4403, 19:51:42.966,72.07044,14.85217,79.22894,12.46412,30.63623,-3.781567,134.4115,12.34139,86.69195,-3.250916,103.5134,18.31921,
112.5117, 19:51:43.047,72.91895,12.58193,80.12747,12.43661,30.35869,-4.557705,135.3409,13.6613,86.43327,-5.761055,104.8017,17.90672,
112.5933, 19:51:43.095,73.99596,15.18509,81.13221,15.48505,29.93873,-6.1795,136.5022,17.32159,85.81029,-9.025936,106.2538,22.53884,
112.6391, 19:51:43.151,74.85311,14.70361,82.09985,16.75039,29.57159,-6.526792,137.5472,18.00478,85.28362,-9.295344,107.6726,24.85539,
112.6954, 19:51:43.201,75.49703,11.05421,82.84224,12.00814,29.27241,-5.335708,138.3403,12.8108,84.86134,-7.279623,108.7912,18.05635,
112.7459, 19:51:43.271,76.03391,8.210203,83.38255,7.620925,29.00163,-4.282945,138.9156,8.197481,84.50601,-5.32002,109.6013,11.39965,
112.8159, 19:51:43.345,76.48666,6.386276,83.76084,4.356154,28.75616,-4.216418,139.3284,4.927189,84.22008,-4.229623,110.1653,6.612081,
112.8898, 19:51:43.395,76.95269,6.675197,84.00925,-12.57727,28.39503,-5.60724,139.6245,-3.381475,83.89751,-4.832696,110.5526,-17.92779,
112.9397, 19:51:43.454,77.31251,7.676043,82.2048,-20.00488,28.06244,-6.575583,138.91,-10.91166,83.62218,-3.912721,107.9473,-27.75187,
112.9978, 19:51:43.524,77.78136,11.6438,81.84961,-2.260377,27.68515,-7.931081,138.4465,-2.814991,83.47511,-12.45161,107.5566,-2.161824,
113.0683, 19:51:43.601,78.81062,0.2626667,81.91398,0.5446154,27.04201,-9.116898,138.5479,1.075077,82.02013,-22.92451,107.6692,1.178205,
113.1465, 19:51:43.652,77.82044,-12.88004,81.93063,-0.1411021,26.3288,-8.942546,138.6065,0.5807099,80.06455,-24.40913,107.7319,0.4541374,
113.1975, 19:51:43.720,77.14687,-6.585344,81.89575,-0.9527079,25.88688,-5.483124,138.6229,-0.1346253,78.86713,-14.05685,107.7278,-0.9251797,
113.2654, 19:51:43.773,77.03747,-1.393062,81.81736,-1.429663,25.67688,-2.973234,138.5905,-0.7153406,78.39324,-5.918969,107.6219,-2.044367,
113.3173, 19:51:43.843,76.9799,-0.972284,81.7244,-1.346296,25.53051,-1.237253,138.5371,-0.9287654,78.15769,-0.4204321,107.4828,-1.928704,
113.389, 19:51:43.898,76.9173,0.3518303,81.65096,-1.013306,25.52396,0.4063094,138.4757,-0.9844871,78.34128,6.107303,107.3835,-1.375805,
113.4418, 19:51:43.970,77.02367,2.455126,81.59831,-0.8682354,25.58107,0.839049,138.4146,-1.067494,78.91761,9.136082,107.3116,-0.817524,
113.5145, 19:51:44.045,77.22535,2.465453,81.54202,-0.7694324,25.62924,0.9478846,138.3417,-1.111248,79.48761,7.537837,107.281,-0.4380527,
113.5902, 19:51:44.075,77.38956,35.65179,81.48412,-1.032669,25.72174,-6.688519,138.2497,-1.743426,80.03628,27.38595,107.2466,-0.5575516,
113.6198, 19:51:44.150,80.98033,40.66276,81.43326,-0.9765447,24.92478,-8.565253,138.1581,-1.879499,82.372,26.26285,107.2222,-0.3311588,
113.6943, 19:51:44.202,81.62206,8.504062,81.38248,-17.00915,24.8302,-1.287562,138.0541,-16.97094,82.76992,5.374451,107.2121,-20.26271,
113.7466, 19:51:44.272,82.05859,4.684846,79.27662,-17.53244,24.76152,2.566531,136.0063,-17.49152,83.05344,8.315464,104.6531,-20.63879,
113.8175, 19:51:44.345,82.19945,2.405163,79.22169,-0.7163431,25.14651,3.091076,135.8983,-1.499253,83.79476,7.09441,104.6685,0.322381,
113.8897, 19:51:44.398,82.40261,7.138864,79.17416,-0.7055975,25.20366,-1.766339,135.7919,-1.645638,84.0682,3.246337,104.6992,0.5553921,
113.942, 19:51:44.470,83.08783,3.677587,79.13388,-0.5433558,24.9267,-0.7149418,135.6936,-1.469075,84.19875,-8.674831,104.7376,0.6065524,
114.0142, 19:51:44.525,82.86079,-2.272711,79.10646,-0.3429084,25.11458,2.509081,135.6088,-1.181209,82.98742,-20.88336,104.7747,0.508079,
114.0694, 19:51:44.579,82.79809,0.1736502,79.09016,-0.3049072,25.24658,3.54176,135.543,-1.18054,81.53638,-29.63913,104.8024,0.4733549,
114.1228, 19:51:44.638,82.87964,1.598323,79.07337,-0.4401878,25.49894,4.117226,135.4807,-1.18108,79.77097,-28.60611,104.8261,0.4574975,
114.1832, 19:51:44.720,82.97984,8.721563,79.04011,-0.5332225,25.71478,-2.255832,135.4087,-0.9763501,78.28341,-6.219392,104.8544,0.3565185,
114.265, 19:51:44.770,84.12041,4.260498,78.99751,-0.6060218,25.17801,-3.893629,135.3418,-0.9373944,78.88616,5.161318,104.8768,0.3281696,
114.3142, 19:51:44.845,83.53799,-5.180582,78.96072,-0.6978867,25.20469,1.370031,135.2859,-0.8693415,78.95956,-7.765819,104.8974,0.2035528,
114.3896, 19:51:44.886,83.47517,-0.07479877,78.91059,-0.9180682,25.34865,2.254973,135.2336,-0.8608075,77.91893,-17.47471,104.9022,0.009227145,
114.4307, 19:51:44.968,83.52927,1.139541,78.85368,-1.296123,25.46759,2.369999,135.1855,-0.8409484,76.92228,-16.01568,104.8985,-0.3744134,
114.5131, 19:51:45.022,83.61598,-0.2505193,78.75043,-1.702656,25.6415,1.787996,135.1296,-0.8481275,75.93994,-9.810118,104.8559,-0.9826512,
114.5666, 19:51:45.075,83.49522,-1.686975,78.62231,-2.433519,25.71055,1.255184,135.0703,-1.052444,75.58921,-6.802907,104.7649,-1.771911,
114.6202, 19:51:45.149,83.43536,-2.396752,78.48988,-14.21779,25.77589,0.7982882,135.017,-1.391619,75.21155,-5.014551,104.6662,-39.62933,
114.693, 19:51:45.199,83.19238,-4.067661,76.82578,-18.85095,25.81142,0.5297453,134.8944,-1.475862,74.95558,-2.120659,99.75746,-59.40833,
114.743, 19:51:45.268,82.93587,-3.078187,76.17507,-7.420102,25.84094,0.5331326,134.8357,-0.6011414,74.95114,-0.3493976,97.37115,-28.58973,
114.8133, 19:51:45.326,82.82202,-2.354831,75.93303,-5.0495,25.87557,0.7668967,134.8221,-0.4788196,74.91354,1.011959,96.31767,-12.89219,
114.8712, 19:51:45.397,82.6339,-4.669856,75.52755,-8.915722,25.93929,1.830041,134.7743,-1.477675,75.08091,7.102882,95.71792,-6.658635,
114.9425, 19:51:45.449,82.21877,-8.650705,74.78129,1.621301,26.11197,3.529639,134.6312,-11.69085,75.8311,17.70546,95.4575,21.64808,
114.9935, 19:51:45.523,81.57671,-11.42072,75.72569,2.819089,26.37063,7.662406,133.3456,-11.60096,77.24465,44.19879,98.36348,23.75352,
115.0671, 19:51:45.595,80.79553,-8.586373,75.1326,-7.436845,27.06685,6.921777,133.1855,-2.124214,81.33909,37.46714,98.41763,0.5703354,
115.139, 19:51:45.645,80.32681,-14.7954,74.64311,-5.058944,27.37823,4.571692,133.0364,0.3101863,82.6987,19.75311,98.4465,2.391491,
115.1899, 19:51:45.702,78.97816,-22.24283,74.51119,-2.904769,27.62841,3.876969,133.2236,2.216719,83.76543,16.1789,98.71139,4.009012,
115.2465, 19:51:45.774,77.9354,-13.0369,74.33081,-1.954407,27.79506,2.236712,133.2747,0.9079221,84.43815,8.390453,98.87753,2.822987,
115.3181, 19:51:45.845,77.30708,-8.749185,74.26067,1.242632,27.91511,1.375207,133.34,-1.809254,84.84093,4.145387,99.07324,5.646536,
115.3892, 19:51:45.900,76.68749,-14.00163,74.50805,48.12093,27.9912,3.888044,133.0167,-25.24046,85.02941,3.139374,99.6829,72.42085,
115.4442, 19:51:45.970,75.54117,-7.71863,80.32976,78.20978,28.40548,3.513351,130.1566,-34.43124,85.23687,-20.12998,108.2071,104.7834,
115.5146, 19:51:46.029,75.71931,31.2698,84.31828,50.79,28.4319,-18.02405,128.6978,-17.70352,82.50441,-98.79793,112.8264,55.53002,
115.5732, 19:51:46.084,79.57419,13.25976,86.88039,35.31467,26.08083,-23.73969,127.8733,-11.57658,72.49442,-118.3051,115.369,34.27517,
115.628, 19:51:46.156,77.2226,-17.36995,88.32201,18.14418,25.74047,-4.180866,127.3853,-5.971441,69.09183,-39.36047,116.7123,16.93382,
115.7004, 19:51:46.218,77.36544,-4.720382,89.18759,11.22319,25.54919,-0.3756878,127.114,-3.823189,67.48937,-9.622796,117.5223,10.59832,
115.7639, 19:51:46.274,76.5812,-17.96489,89.84701,8.110891,25.68942,7.121249,126.8658,-4.068693,67.78429,28.81378,118.1524,7.340654,
115.8199, 19:51:46.326,75.21851,-37.84155,90.1569,-12.40842,26.40023,22.66644,126.6277,-6.777388,70.93282,98.60834,118.3996,-19.95553,
115.8704, 19:51:46.397,72.5491,191.4611,88.52486,-25.28596,28.10457,-15.59423,126.1437,-16.0536,78.29121,39.2121,116.0261,-33.37885,
115.9419, 19:51:46.472,98.5727,210.9608,87.07255,-12.53757,24.49807,-39.76354,124.6695,-27.29291,75.71586,-34.54687,114.3281,-11.67669,
116.0165, 19:51:46.525,103.3695,-259.0224,86.69318,43.71245,22.29531,-23.54733,122.1563,-92.94684,73.24408,-33.17266,114.3201,27.9164,
116.0692, 19:51:46.597,65.59809,-268.9674,92.63732,138.0391,21.5004,-24.62609,112.837,-206.4707,71.49284,-97.24585,117.882,74.50975,
116.1421, 19:51:46.648,69.59464,-22.74614,104.0271,162.4866,19.20296,-28.26647,96.22933,-230.0198,61.0327,-135.6225,123.6765,88.60075,
116.1933, 19:51:46.719,62.77409,-68.57977,112.8105,140.389,17.99103,-19.60551,84.27936,-291.503,54.65489,-113.153,128.882,23.25808,
116.2641, 19:51:46.797,61.2278,74.83022,121.1547,-425.0399,16.81105,-7.268317,60.66549,-366.3788,47.22785,-104.1534,126.514,111.3268,
116.3417, 19:51:46.845,73.8777,64.90527,49.74138,-544.242,16.91252,60.52139,29.91457,-373.2895,39.20018,-83.6166,145.4011,250.2469,
116.3902, 19:51:46.897,69.41375,-12.70479,52.51411,273.5301,24.4441,104.0168,13.58565,-270.9052,36.682,-44.22398,158.0755,281.6018,
116.4415, 19:51:46.959,72.60995,64.7346,77.03554,219.9658,27.29183,37.59012,2.882328,1466.471,34.7873,-32.59678,173.5007,-1386.541,
116.5034, 19:51:47.026,76.74203,54.79239,77.41534,-13.07592,28.69949,12.48906,179.5974,1352.816,32.99188,-29.54345,1.1122,-1282.68,
116.5706, 19:51:47.081,79.68558,40.12606,75.34698,-13.32457,28.9046,-0.4096374,177.5784,-25.42451,30.9722,-29.7614,7.861737,99.33444,
116.6252, 19:51:47.145,81.63074,21.50388,75.79195,3.164332,28.64958,-1.083057,176.4998,-9.454094,29.36594,-20.99634,13.21449,69.96428,
116.6905, 19:51:47.218,82.26233,-1.128662,75.72615,-14.58156,28.77482,-2.122404,176.4456,4.133149,28.45627,-11.64744,16.24537,19.39994,
116.763, 19:51:47.270,81.47527,-14.26929,73.78336,-19.87877,28.35722,-5.567987,177.0692,11.03658,27.76152,-9.809875,15.88681,-22.68962,
116.8141, 19:51:47.313,80.49772,-22.49511,73.26785,-10.45826,28.08626,-9.330902,177.8104,16.19219,27.24313,-7.443082,13.43946,-69.32363,
116.8574, 19:51:47.376,79.35176,-75.99892,72.79612,-7.867001,27.4764,62.54235,178.5977,13.88831,27.0589,71.41489,9.342763,-79.59219,
116.9208, 19:51:47.444,72.38885,-67.36594,72.42846,-10.37277,34.75935,63.3007,179.2923,-1360.371,34.86289,67.05299,4.947202,1263.166,
116.988, 19:51:47.494,70.54966,-25.90476,71.4408,-14.47661,35.74733,12.015,0.850221,-1496.258,35.82011,12.37752,174.3893,1363.21,
117.039, 19:51:47.547,69.32607,-12.54485,70.71685,-13.57687,36.17991,5.355929,2.385566,26.45362,36.32632,0.00247958,166.1233,-126.958,
117.0927, 19:51:47.626,69.23729,-106.2568,70.02047,-22.93491,36.30764,189.2709,3.617647,18.86518,35.82037,128.5625,161.1077,-64.39099,
117.1708, 19:51:47.675,55.32652,138.065,67.69513,-37.45642,61.11673,275.8467,4.871092,15.39014,53.26469,117.359,157.6396,-47.25157,
117.2202, 19:51:47.722,86.84408,412.4332,65.24383,-40.13037,71.48508,202.9494,5.580279,16.721,50.78661,-32.69501,155.082,-76.79243,
117.2671, 19:51:47.795,95.0431,19.59487,63.83065,-5.349178,80.6604,176.7605,6.481295,22.46119,50.11621,72.94193,150.2447,-121.9833,
117.339, 19:51:47.848,89.17145,-106.3757,64.60848,8.620659,92.47971,132.1379,8.248095,24.71639,59.45025,120.1437,140.5935,-145.0838,
117.3928, 19:51:47.914,81.67472,-87.29169,64.91402,-9.220373,97.26635,91.28411,9.587438,22.7572,65.21484,41.90619,132.0118,-149.6331,
117.4588, 19:51:47.976,78.70753,-51.22976,63.50321,-10.77734,103.4222,69.84209,10.97607,17.54889,64.47367,0.2403497,122.6565,-124.387,
117.521, 19:51:48.045,75.10332,-39.63078,63.53157,-6.758096,106.2252,21.47426,11.83849,10.80207,65.24567,-4.423986,116.0563,-81.59166,
117.5915, 19:51:48.095,73.45102,21.57542,62.60683,5.427651,106.2705,-27.17362,12.40882,0.5890118,63.88689,-53.3886,111.8344,33.58688,
117.6389, 19:51:48.170,77.647,113.7589,64.17148,21.44302,103.0215,-202.0231,11.90793,-9.365913,58.95132,-54.25686,120.0161,125.3253,
117.7141, 19:51:48.220,87.39576,54.18028,65.23535,266.6796,81.5062,-324.385,11.26074,-14.1956,57.236,-48.68201,127.197,179.406,
117.7644, 19:51:48.277,84.4431,-81.16071,97.6224,337.3374,62.33232,-320.2069,10.12731,-13.19486,52.84489,-47.95771,142.5199,195.2612,
117.8226, 19:51:48.344,78.58754,-80.07245,101.8459,30.69684,46.75474,-287.4145,9.828723,-0.1251214,52.03124,-156.9739,148.3883,35.4318,
117.8901, 19:51:48.397,74.3754,21.1886,101.482,-6.751356,26.19499,-303.5924,10.11157,3.341192,33.10819,-302.7771,146.9748,-19.12946,
117.9422, 19:51:48.470,81.12118,2.776834,101.0387,-11.84084,10.45253,-97.35162,10.22825,0.8148156,15.82652,-109.3089,146.1009,-10.78779,
118.0141, 19:51:48.528,74.71962,4.084115,100.0142,-18.71315,14.12705,-11.81762,10.21258,-0.8847918,19.558,-23.04928,145.6375,-4.77414,
118.0715, 19:51:48.578,81.64942,-33.31988,98.61827,-23.11842,8.924027,83.84902,10.11381,-2.069039,12.84529,82.30823,145.4834,-1.395137,
118.1229, 19:51:48.648,71.09178,-76.59476,97.49706,-26.13152,23.25646,202.3309,9.987306,-1.482719,28.51964,193.0507,145.4856,-0.4900937,
118.1928, 19:51:48.723,72.3585,16.44634,95.44852,-50.09133,33.46671,173.8098,9.933954,81.66026,36.26229,217.3635,145.424,29.97864,
118.2665, 19:51:48.773,73.45348,53.10505,90.30392,-51.74209,48.21562,157.7096,21.71376,84.10315,59.73314,264.5059,149.7906,77.25064,
118.3177, 19:51:48.820,78.99258,64.52869,88.98471,11.52142,53.16838,80.75043,20.44043,-9.090129,69.30534,191.6338,155.0744,115.0422,
118.3641, 19:51:48.881,79.75019,-4.397292,91.42818,-2.014035,56.09524,34.39293,20.82674,39.15005,78.43276,141.9453,161.0164,70.75078,
118.4254, 19:51:48.934,78.51927,-13.49856,88.76793,-104.0807,56.87028,9.725316,24.65437,79.64494,84.5837,95.76411,162.6897,-18.07444,
118.4781, 19:51:48.998,78.21169,-97.19939,79.56553,-119.3539,57.20369,13.4571,29.90432,81.08562,89.34753,161.3404,158.9563,-57.2662,
118.5431, 19:51:49.062,67.07533,-98.83798,74.71558,-287.1961,58.45467,7.811346,34.20113,62.82781,103.5794,152.3566,155.9473,-43.33247,
118.6074, 19:51:49.121,65.43089,10.4196,42.42802,-139.3579,58.21378,-6.977002,38.02862,52.28788,109.0489,68.55641,153.353,-34.70022,
118.6662, 19:51:49.174,68.35774,16.71399,57.56378,162.8102,57.59596,-13.54227,40.63659,37.17628,112.0172,42.10245,151.6765,-23.55699,
118.7186, 19:51:49.247,67.2892,-8.630639,60.52978,73.82634,56.70811,-16.30113,42.16199,22.12221,113.7299,20.08167,150.7338,-13.43013,
118.7939, 19:51:49.300,67.25567,-5.707191,66.9909,84.09139,55.51442,-18.56423,43.46144,20.67847,114.5814,9.01771,149.9616,-10.42252,
118.8461, 19:51:49.366,66.56143,-9.666992,71.25292,134.6699,54.34084,-18.97824,44.79887,916.462,114.8799,0.2004821,149.4048,-833.5935,
118.911, 19:51:49.423,66.1237,-5.229861,82.76019,105.1089,53.29214,-15.32781,150.7754,888.4999,114.6049,-7.052462,52.35117,-797.7216,
118.967, 19:51:49.478,65.92941,-1.473742,83.95529,6.955379,52.48848,-12.47711,152.1737,25.67749,114.0276,-11.67783,53.00044,-6.54747,
119.0221, 19:51:49.548,65.95992,12.80433,83.5332,-6.42812,51.90547,-7.828551,153.6292,21.82044,113.3071,-12.12327,51.6235,-25.24734,
119.0925, 19:51:49.598,67.53649,28.98361,83.14849,-3.029393,51.50591,-5.367094,154.9124,4.863683,112.506,-13.34404,49.83162,-14.14524,
119.1418, 19:51:49.669,69.42808,22.99729,83.1707,-0.1165238,51.26325,-3.082651,154.2111,-7.840559,111.7103,-12.68137,49.93089,1.364287,
119.2135, 19:51:49.723,70.32062,14.98304,83.13438,-24.39168,51.13271,-1.49817,153.9632,38.79958,110.9707,-13.03026,49.99678,-60.87432,
119.2668, 19:51:49.773,71.30176,17.5709,80.12044,-27.64883,51.0759,-0.5342289,159.0632,46.72632,110.0809,-16.46914,42.31835,-68.579,
119.3166, 19:51:49.850,72.13197,12.88062,80.28411,-4.779325,51.07764,0.4814319,158.7802,-5.11123,109.2729,-14.0904,42.92709,13.93287,
119.395, 19:51:49.896,72.95301,-18.93183,79.50774,-9.753716,51.13762,1.081747,158.4079,-5.595381,108.2745,-14.77196,44.1045,18.73022,
119.4408, 19:51:49.972,69.78023,-38.79413,79.07249,23.98969,51.21202,1.399264,158.0851,-5.617934,107.4379,-13.43929,45.25379,19.89807,
119.5163, 19:51:50.024,68.24611,-16.98799,82.41842,40.39682,51.30739,1.625052,157.7263,-5.717803,106.6439,-11.81796,46.51873,19.88609,
119.5685, 19:51:50.076,67.6115,-8.45531,84.22965,9.270187,51.41948,2.063524,157.3552,-7.181246,105.9292,-12.32643,47.7925,23.84731,
119.6206, 19:51:50.129,67.36414,2.268996,83.38538,-2.168341,51.52263,1.429294,156.9772,-7.901601,105.3582,-16.54098,49.00623,23.16492,
119.6733, 19:51:50.196,67.84935,6.007821,84.00235,11.73346,51.56931,0.8353832,156.5269,-7.23204,104.1953,-16.14809,50.22083,19.05096,
119.7416, 19:51:50.251,68.09087,6.329464,84.80471,12.44057,51.62368,0.6390665,156.1024,-6.292719,103.4048,-13.9329,51.31071,16.07005,
119.7963, 19:51:50.305,68.62735,9.006786,85.53151,11.20168,51.64786,0.4472289,155.7534,-6.182949,102.4827,-15.51159,52.19611,15.45352,
119.8495, 19:51:50.375,69.06293,8.157421,86.01366,9.732187,51.67195,0.2975222,155.4351,-5.420242,101.7307,-12.71659,52.97853,12.46348,
119.92, 19:51:50.429,69.63707,8.718215,86.73615,3.631877,51.68468,0.1886462,155.0825,-6.136861,100.9086,-12.47563,53.73883,11.97612,
119.9735, 19:51:50.495,70.1438,7.652496,86.46393,-9.94758,51.69534,0.2146327,154.6743,-6.751007,100.184,-10.53206,54.46331,11.20885,
120.0394, 19:51:50.570,70.55037,4.807174,85.54894,0.7972732,51.7103,0.1760537,154.2767,-5.886274,99.65166,-6.167559,55.07657,8.135286,
120.1145, 19:51:50.605,70.82168,3.943473,86.57635,17.58698,51.72017,0.1552573,153.8442,-7.500069,99.31432,-4.971286,55.6105,8.614162,
120.1494, 19:51:50.670,70.98415,2.681478,87.48352,19.38487,51.72738,0.04920598,153.4517,-7.219575,99.10481,-3.395709,56.02414,7.268552,
120.2145, 19:51:50.746,71.08964,0.8172472,88.51348,11.57334,51.72508,-0.06857943,153.1228,-4.209937,98.97498,-1.369328,56.33684,3.867471,
120.2911, 19:51:50.800,71.09998,-0.3374003,89.12383,-2.919404,51.71766,-0.1730408,152.8551,-3.953778,98.91074,-1.208998,56.57228,3.243166,
120.3445, 19:51:50.847,71.04575,-0.5319982,88.13377,-9.036365,51.70258,-0.415073,152.6085,-4.44933,98.81773,-2.185891,56.75867,3.182427,
120.3924, 19:51:50.920,71.04607,0.1803082,88.20814,1.124984,51.6756,-0.4732222,152.4042,-3.400278,98.68923,-2.646836,56.89476,2.039125,
120.4653, 19:51:50.970,71.06754,0.6502899,88.26967,-168.2809,51.64541,-0.5214165,152.1978,69.46343,98.49799,-3.167716,57.005,-267.3328,
120.5148, 19:51:51.022,71.12565,1.465087,67.61597,-222.544,51.61179,-0.7041717,160.9043,87.24895,98.30161,-3.680846,24.18183,-341.6519,
120.5674, 19:51:51.081,71.21705,16.85076,65.55888,-22.76327,51.57355,-6.586411,161.1016,2.282752,98.12235,-21.61396,22.13916,-28.35268,
120.6274, 19:51:51.147,73.02257,27.42195,65.05347,-18.98154,50.87035,-10.88406,161.1613,1.330277,95.86848,-35.94555,20.99012,-15.06475,
120.6922, 19:51:51.219,74.64019,24.73737,63.18938,-19.52632,50.21487,-10.24074,161.2676,2.988596,93.63519,-34.90231,20.25859,-8.456758,
120.7632, 19:51:51.248,76.38217,17.14023,62.40158,-7.75152,49.47955,-7.235193,161.5671,2.946926,91.12837,-24.66587,19.8416,-4.102995,
120.7938, 19:51:51.330,76.38217,10.74776,62.40158,-0.8923066,49.47955,-4.503665,161.5671,8.416798,91.12837,-18.0461,19.8416,-2.948688,
120.8746, 19:51:51.385,77.57911,12.8477,62.30221,4.653366,48.97799,-5.550841,162.5045,16.96901,89.11864,-24.99708,19.51321,-5.455894,
120.9295, 19:51:51.426,78.12507,7.715366,63.03285,17.85823,48.72653,-3.799133,163.8691,29.67754,87.73731,-24.21978,19.10146,-9.855654,
120.9714, 19:51:51.484,78.32609,1.702642,64.03119,17.46109,48.61017,-1.629436,165.3778,29.55216,86.77376,-17.19696,18.55902,-12.04369,
121.0288, 19:51:51.550,78.29417,-0.2227637,64.76707,11.5074,48.56469,-0.5467304,166.8042,20.90722,86.02932,-12.7739,17.90529,-9.263171,
121.0951, 19:51:51.623,78.29854,42.72895,65.45434,52.85632,48.54255,-8.630927,167.9634,-1196.872,85.19398,-44.59739,17.41342,1160.35,
121.1674, 19:51:51.670,84.21394,128.9207,72.0899,157.7392,47.36895,-15.05439,0.9870004,-1372.014,79.8507,-68.84804,178.6627,1314.035,
121.2141, 19:51:51.721,93.65134,239.7999,84.23906,251.481,46.74977,-15.42951,4.574091,37.40557,76.99506,-81.58235,173.8982,-51.47667,
121.2655, 19:51:51.775,107.7417,307.6992,96.76372,274.8816,45.85509,-19.45828,4.657011,-4.877234,71.84633,-105.2893,173.6122,4.599246,
121.3194, 19:51:51.845,126.0336,197.1434,113.1676,175.9769,44.70198,-13.29838,4.060812,-9.892145,65.91442,-78.07436,174.3822,13.28441,
121.3895, 19:51:51.923,132.1951,-63.37719,118.5917,-126.3504,44.20558,18.91325,3.430002,69.07248,62.16209,-15.85055,175.2599,-80.56805,
